"party","name","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"정의당","장혜영",941,89,0,89,0.821070373058319,0.920464700625559,-0.623165965080261,-0.782089591026306,0,0,0
"국민의힘","전봉민",736,108,15,43,0.715044915676117,0.863636363636364,0.464311122894287,-0.221813321113586,0,0,0
"더불어민주당","전용기",1073,26,4,7,0.921474516391754,0.972972972972973,-0.545966327190399,0.0120434844866395,0,0,0
"더불어민주당","전재수",818,3,0,1,0.972118496894836,0.996350364963504,-0.33760541677475,0.336959898471832,0,0,0
"국민의힘","전주혜",533,97,42,74,0.664243459701538,0.813672922252011,0.604362726211548,-0.472793757915497,0,0,0
"더불어민주당","전해철",537,28,0,2,0.876394987106323,0.950617283950617,-0.566542685031891,0.69554740190506,0,0,0
"무소속","전혜숙",775,14,0,1,0.921378374099731,0.982278481012658,-0.413408428430557,0.461428105831146,0,0,0
"국민의힘","정경희",408,109,81,320,0.628504395484924,0.793028322440087,0.963710129261017,0.220601499080658,0,0,0
"국민의힘","정동만",957,88,6,37,0.774664342403412,0.913602941176471,0.317757695913315,-0.374822348356247,0,0,0
"더불어민주당","정성호",951,8,1,0,0.950121283531189,0.990625,-0.338085412979126,0.23471811413765,0,0,0
"국민의힘","정운천",553,20,2,16,0.866135597229004,0.962774957698816,0.0584382638335228,-0.244333401322365,0,0,0
"더불어민주당","정일영",1032,3,1,0,0.972414255142212,0.996138996138996,-0.369646430015564,0.330864459276199,0,0,0
"국민의힘","정점식",769,97,7,61,0.737552285194397,0.88865096359743,0.482447326183319,0.233434930443764,0,0,0
"더불어민주당","정정순",192,0,0,0,0.992504596710205,1,-0.669652283191681,0.347851306200027,0,0,0
"국민의힘","정진석",880,24,2,3,0.89892965555191,0.971397139713971,-0.0623557269573212,0.0187117960304022,0,0,0
"국민의힘","정찬민",621,27,6,20,0.855247139930725,0.951038575667656,0.0636487528681755,-0.158993512392044,0,0,0
"더불어민주당","정청래",1031,5,1,0,0.966527700424194,0.994214079074253,-0.382165968418121,0.337215423583984,0,0,0
"더불어민주당","정춘숙",901,39,8,15,0.86896938085556,0.951194184839045,-0.609307527542114,-0.1380405575037,0,0,0
"더불어민주당","정태호",1035,24,2,4,0.908188343048096,0.975586854460094,-0.49632140994072,0.0890110209584236,0,0,0
"더불어민주당","정필모",1086,21,5,17,0.936919212341309,0.976970770593446,-0.593443930149078,-0.0809838771820068,0,0,0
"국민의힘","정희용",841,114,12,42,0.72631299495697,0.875123885034688,0.44572901725769,-0.102771528065205,0,0,0
"국민의힘","조경태",645,99,15,40,0.699603140354156,0.857321652065081,0.48380520939827,0.000267579307546839,0,0,0
"국민의힘","조명희",689,119,29,111,0.682360410690308,0.843881856540084,0.634035229682922,0.0773297995328903,0,0,0
"국민의힘","조수진",336,96,40,159,0.611929059028625,0.784469096671949,0.843661904335022,0.536874949932098,0,0,0
"더불어민주당","조승래",1018,14,0,2,0.947824418544769,0.986460348162476,-0.500143945217133,0.226712808012962,0,0,0
"더불어민주당","조오섭",1019,49,5,9,0.864355981349945,0.950092421441775,-0.629469871520996,0.102393321692944,0,0,0
"개혁신당","조응천",679,43,1,0,0.821563839912415,0.939142461964039,-0.213731303811073,0.976892471313477,0,0,0
"더불어민주당","조정식",704,1,0,0,0.97547048330307,0.998581560283688,-0.420795887708664,0.360098391771317,0,0,0
"국민의힘","조정훈",703,18,6,5,0.899533569812775,0.967213114754098,-0.342011392116547,-0.215608775615692,0,0,0
"국민의힘","조태용",597,63,13,39,0.75115305185318,0.893258426966292,0.324789881706238,-0.585413873195648,0,0,0
"국민의힘","조해진",573,8,1,14,0.92671400308609,0.98489932885906,-0.0563394911587238,-0.21350160241127,0,0,0
"더불어민주당","주철현",1065,16,1,0,0.925653457641602,0.984288354898336,-0.26277956366539,0.359188377857208,0,0,0
"국민의힘","주호영",425,70,12,41,0.68861711025238,0.85036496350365,0.594706177711487,-0.0121732577681541,0,0,0
"국민의힘","지성호",816,101,13,23,0.743568539619446,0.880377754459601,0.410687297582626,-0.194096103310585,0,0,0
"더불어민주당","진선미",1043,16,0,2,0.937149584293365,0.984919886899152,-0.457229226827621,0.180236622691154,0,0,0
"더불어민주당","진성준",917,44,11,7,0.874098241329193,0.943820224719101,-0.616569697856903,-0.00501267099753022,0,0,0
"더불어민주당","천준호",890,15,1,0,0.934760272502899,0.98233995584989,-0.498926162719727,0.345444768667221,0,0,0
"더불어민주당","최강욱",810,17,3,11,0.929758429527283,0.976218787158145,-0.609659016132355,-0.228468760848045,0,0,0
"더불어민주당","최기상",1019,17,2,7,0.935547292232513,0.981818181818182,-0.472021639347076,0.0163070652633905,0,0,0
"국민의힘","최승재",511,163,47,111,0.586347639560699,0.747596153846154,0.683911263942719,0.277012020349503,0,0,0
"국민의힘","최연숙",625,97,21,37,0.686915338039398,0.848717948717949,0.484016180038452,-0.512259006500244,0,0,0
"더불어민주당","최인호",859,11,0,0,0.940485596656799,0.987356321839081,-0.387399226427078,0.119773238897324,0,0,0
"더불어민주당","최종윤",1056,4,0,1,0.967558205127716,0.996229971724788,-0.415160030126572,0.223909020423889,0,0,0
"국민의힘","최춘식",510,90,20,60,0.67176878452301,0.838235294117647,0.550264418125153,-0.150393202900887,0,0,0
"국민의힘","최형두",613,77,10,24,0.718712449073792,0.879834254143646,0.398719877004623,0.602223992347717,0,0,0
"더불어민주당","최혜영",880,36,2,17,0.885274887084961,0.959358288770053,-0.713141739368439,-0.0375210270285606,0,0,0
"국민의힘","추경호",537,72,2,33,0.759293496608734,0.885093167701863,0.424222946166992,-0.0223616696894169,0,0,0
"국민의힘","태영호",661,79,9,21,0.713444352149963,0.885714285714286,0.363133400678635,0.0159043651074171,0,0,0
"무소속","하영제",669,105,13,38,0.708460032939911,0.856969696969697,0.435424953699112,0.0153538379818201,0,0,0
"국민의힘","하태경",374,41,3,12,0.730863630771637,0.897674418604651,0.263375997543335,-0.0298771783709526,0,0,0
"국민의힘","한기호",604,116,43,192,0.647297620773315,0.833507853403141,0.757446050643921,0.513797521591187,0,0,0
"국민의힘","한무경",499,134,63,176,0.607803344726562,0.774082568807339,0.84267920255661,-0.0221110265702009,0,0,0
"더불어민주당","한병도",1056,6,0,1,0.961970269680023,0.994355597365945,-0.416145652532578,0.280823737382889,0,0,0
"더불어민주당","한정애",431,11,2,1,0.906569361686707,0.970786516853933,-0.452592074871063,0.0881490185856819,0,0,0
"더불어민주당","한준호",925,17,2,9,0.921395778656006,0.9800629590766,-0.570166289806366,0.0427576825022697,0,0,0
"더불어민주당","허영",1022,38,3,9,0.902286052703857,0.961753731343284,-0.635719239711761,0.0424625389277935,0,0,0
"국민의힘","허은아",524,148,59,140,0.586189985275269,0.762342135476464,0.647615790367126,-0.76196700334549,0,0,0
"더불어민주당","허종식",1055,11,1,0,0.95213770866394,0.98875351452671,-0.401897698640823,0.139813125133514,0,0,0
"더불어민주당","홍기원",927,14,0,1,0.942284286022186,0.985138004246285,-0.420460164546967,0.230694100260735,0,0,0
"국민의힘","홍문표",600,14,0,6,0.907676994800568,0.97741935483871,-0.0454960577189922,-0.0588111244142056,0,0,0
"국민의힘","홍석준",576,152,71,157,0.625622630119324,0.76673640167364,0.787956535816193,-0.312184751033783,0,0,0
"더불어민주당","홍성국",1082,3,0,1,0.971560955047607,0.997237569060773,-0.37438029050827,0.351572751998901,0,0,0
"새로운미래","홍영표",699,14,4,2,0.93523907661438,0.974965229485396,-0.509807467460632,0.0537700839340687,0,0,0
"더불어민주당","홍익표",944,19,2,1,0.928203701972961,0.978260869565217,-0.401288151741028,0.0207271706312895,0,0,0
"더불어민주당","홍정민",1012,7,1,0,0.956713557243347,0.992156862745098,-0.359209388494492,0.393948495388031,0,0,0
"국민의힘","홍준표",193,51,16,17,0.593835115432739,0.75812274368231,0.51237165927887,-0.334990948438644,0,0,0
"자유통일당","황보승희",541,91,30,71,0.680155217647552,0.834924965893588,0.599875509738922,0.689397752285004,0,0,0
"조국혁신당","황운하",985,10,0,7,0.950304687023163,0.99001996007984,-0.481599152088165,-0.0199819002300501,0,0,0
"더불어민주당","황희",382,4,0,1,0.941371560096741,0.989664082687339,-0.32313796877861,0.390804916620255,0,0,0
"더불어민주당","김의겸",323,12,2,9,0.859255313873291,0.959537572254335,-0.512610971927643,-0.0753738731145859,0,0,0
"국민의힘","최재형",270,40,7,16,0.708684861660004,0.858858858858859,0.73222678899765,-0.681060969829559,0,0,0
"국민의힘","조은희",218,15,0,0,0.802416920661926,0.935622317596567,0.480760544538498,0.3111771941185,0,0,0
"국민의힘","임병헌",350,3,0,0,0.944362938404083,0.991501416430595,-0.0606861636042595,0.22319607436657,0,0,0
"국민의힘","김학용",235,10,0,1,0.901503562927246,0.959349593495935,0.319861143827438,0.128112092614174,0,0,0
"국민의힘","정우택",119,3,0,0,0.932042002677917,0.975409836065574,0.0420887880027294,0.52377188205719,0,0,0
"국민의힘","노용호",326,11,0,4,0.898609697818756,0.967741935483871,0.370528101921082,0.460413426160812,0,0,0
"국민의힘","이인선",206,9,0,0,0.860522747039795,0.958139534883721,0.240838557481766,-0.147687911987305,0,0,0
"더불어민주당","이재명",152,1,0,1,0.959019541740417,0.993506493506494,-0.312455207109451,0.065554603934288,0,0,0
"국민의힘","안철수",180,26,1,1,0.684709191322327,0.870192307692308,-0.174152493476868,0.984718680381775,0,0,0
"국민의힘","박정하",253,6,0,0,0.943409979343414,0.976833976833977,0.260028183460236,0.129962995648384,0,0,0
"국민의힘","김영선",232,25,0,1,0.754548192024231,0.903100775193798,0.110125102102757,0.99391782283783,0,0,0
"국민의힘","장동혁",235,7,0,2,0.925573706626892,0.971311475409836,0.329527825117111,0.34329479932785,0,0,0
"더불어민주당","김한규",285,7,0,1,0.921110928058624,0.976109215017065,-0.255277901887894,0.0608666650950909,0,0,0
"국민의힘","최영희",261,11,0,0,0.886449098587036,0.959558823529412,0.257500052452087,-0.0872034281492233,0,0,0
"진보당","강성희",128,30,14,30,0.611656248569489,0.782178217821782,-0.818366348743439,-0.344397634267807,0,0,0
"더불어민주당","허숙정",92,15,5,10,0.644378006458282,0.836065573770492,-0.65518057346344,-0.143667846918106,0,0,0
"국민의힘","우신구",89,1,0,0,0.942081391811371,0.988888888888889,-0.117741897702217,0.337568402290344,0,0,0
"국민의힘","김은희",48,3,0,0,0.788603365421295,0.941176470588235,-0.295717537403107,0.955275475978851,0,0,0
"정의당","양경규",10,5,0,5,0.749014914035797,0.75,-0.905632555484772,-0.424063295125961,0,0,0
"정의당","이자스민",12,3,0,5,0.769896924495697,0.85,-0.852738261222839,-0.522338628768921,0,0,0
"국민의힘","김근태",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
