"party","name","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"더불어민주당","윤후덕",909,10,0,1,0.938992381095886,0.989130434782609,-0.366926461458206,0.277701407670975,0,0,0
"국민의힘","윤희숙",422,99,26,39,0.634288191795349,0.786689419795222,0.48548698425293,-0.573750913143158,0,0,0
"더불어민주당","이개호",1074,8,0,1,0.955962419509888,0.992613111726685,-0.39703157544136,0.367879658937454,0,0,0
"더불어민주당","이광재",406,4,0,0,0.948322594165802,0.990243902439024,-0.535867989063263,0.400729358196259,0,0,0
"더불어민주당","이규민",619,9,0,0,0.925394117832184,0.985668789808917,-0.460679143667221,0.549748122692108,0,0,0
"더불어민주당","이낙연",228,8,0,0,0.854344069957733,0.966101694915254,-0.362105488777161,0.558641493320465,0,0,0
"국민의힘","이달곤",554,40,5,16,0.80716747045517,0.926829268292683,0.205078184604645,-0.237157106399536,0,0,0
"더불어민주당","이동주",1028,10,0,0,0.955189228057861,0.990366088631985,-0.449501037597656,0.218518391251564,0,0,0
"국민의힘","이만희",961,70,3,31,0.830099999904633,0.931455399061033,0.273179799318314,-0.164310246706009,0,0,0
"국민의힘","이명수",799,17,0,3,0.916104912757874,0.979242979242979,-0.096287414431572,0.0298159755766392,0,0,0
"더불어민주당","이병훈",835,22,0,0,0.910787463188171,0.974329054842474,-0.40057435631752,0.142158225178719,0,0,0
"국민의힘","이상민",580,18,0,0,0.889356315135956,0.969899665551839,-0.434946447610855,0.0729501768946648,0,0,0
"무소속","이상직",272,10,0,0,0.870662450790405,0.964539007092199,-0.228315860033035,0.430402368307114,0,0,0
"무소속","이상헌",846,4,0,0,0.968397080898285,0.995294117647059,-0.433790564537048,0.243702262639999,0,0,0
"무소속","이성만",847,18,1,5,0.916007578372955,0.978185993111366,-0.483944654464722,0.00894025154411793,0,0,0
"더불어민주당","이소영",901,35,7,18,0.874739110469818,0.956295525494277,-0.587468564510345,-0.195227473974228,0,0,0
"무소속","이수진",980,6,0,1,0.963259279727936,0.993920972644377,-0.405647128820419,0.374612718820572,0,0,0
"더불어민주당","이수진",908,67,9,13,0.827223598957062,0.923771313941825,-0.73685747385025,-0.0608312413096428,0,0,0
"국민의힘","이양수",739,32,3,21,0.860003173351288,0.955974842767296,0.133115231990814,-0.251544713973999,0,0,0
"국민의힘","이영",360,140,57,179,0.590501964092255,0.732336956521739,0.754487037658691,-0.65631502866745,0,0,0
"국민의힘","이용",489,69,9,27,0.720403134822845,0.868686868686869,0.442411124706268,0.101335041224957,0,0,0
"더불어민주당","이용빈",999,9,0,1,0.956592202186584,0.991080277502478,-0.406208962202072,0.189911723136902,0,0,0
"더불어민주당","이용선",1011,23,4,5,0.916649401187897,0.974113135186961,-0.502346515655518,0.0333378724753857,0,0,0
"더불어민주당","이용우",976,31,4,14,0.884462535381317,0.965853658536585,-0.556698858737946,-0.138616412878036,0,0,0
"국민의힘","이용호",574,75,9,12,0.706395924091339,0.874626865671642,0.342376559972763,0.871048748493195,0,0,0
"개혁신당","이원욱",789,45,0,0,0.816207766532898,0.946043165467626,-0.151101842522621,0.413806885480881,0,0,0
"더불어민주당","이원택",978,10,3,6,0.952272117137909,0.986960882647944,-0.490243494510651,0.0367496982216835,0,0,0
"정의당","이은주",893,45,4,71,0.869784891605377,0.951628825271471,-0.647862136363983,-0.761757612228394,0,0,0
"더불어민주당","이인영",317,11,2,5,0.904378116130829,0.961194029850746,-0.458879351615906,-0.0881127715110779,0,0,0
"더불어민주당","이장섭",989,11,0,1,0.947162985801697,0.989010989010989,-0.411353707313538,0.188426122069359,0,0,0
"더불어민주당","이재정",720,32,3,6,0.866895914077759,0.954007884362681,-0.614213347434998,0.0559656247496605,0,0,0
"더불어민주당","이정문",1045,5,0,1,0.963149547576904,0.995242626070409,-0.368242055177689,0.196775212883949,0,0,0
"국민의힘","이종배",895,75,2,28,0.802222073078156,0.923,0.309060484170914,0.0536549091339111,0,0,0
"국민의힘","이종성",874,96,11,45,0.771961271762848,0.895711500974659,0.421311140060425,-0.249775141477585,0,0,0
"국민의힘","이주환",858,111,7,32,0.725180149078369,0.882936507936508,0.393085151910782,-0.0615362115204334,0,0,0
"국민의힘","이채익",743,22,2,12,0.883888840675354,0.969191270860077,0.0195353105664253,-0.169249445199966,0,0,0
"국민의힘","이철규",825,72,4,22,0.799486339092255,0.917659804983749,0.312750995159149,-0.219748556613922,0,0,0
"더불어민주당","이탄희",863,30,5,22,0.872583210468292,0.96195652173913,-0.56503826379776,-0.340362757444382,0,0,0
"국민의힘","이태규",455,122,24,82,0.582070708274841,0.786237188872621,0.648439586162567,0.395542532205582,0,0,0
"더불어민주당","이학영",893,8,0,1,0.955125629901886,0.991130820399113,-0.391050457954407,0.20976348221302,0,0,0
"더불어민주당","이해식",1022,16,1,11,0.943589568138123,0.983809523809524,-0.581925928592682,0.0476794019341469,0,0,0
"국민의힘","이헌승",892,132,17,50,0.708946228027344,0.863428047662695,0.470228970050812,-0.112207032740116,0,0,0
"더불어민주당","이형석",1017,52,4,7,0.881174921989441,0.948148148148148,-0.705850005149841,0.349322497844696,0,0,0
"더불어민주당","인재근",1034,15,2,7,0.94134658575058,0.983931947069943,-0.487677067518234,0.0291559528559446,0,0,0
"더불어민주당","임오경",1060,8,1,1,0.959193110466003,0.991588785046729,-0.424320369958878,0.174276322126389,0,0,0
"국민의힘","임이자",952,90,2,32,0.788354158401489,0.91449814126394,0.341230779886246,0.119618490338326,0,0,0
"더불어민주당","임종성",953,36,3,11,0.901672661304474,0.96111665004985,-0.641217172145844,0.0343397706747055,0,0,0
"더불어민주당","임호선",1062,28,1,4,0.915511786937714,0.97351598173516,-0.553356468677521,0.208337292075157,0,0,0
"더불어민주당","장경태",947,17,0,1,0.940402090549469,0.982383419689119,-0.519121766090393,0.387043625116348,0,0,0
"국민의힘","장제원",336,18,4,15,0.841314256191254,0.941018766756032,0.204379692673683,-0.114880479872227,0,0,0
"더불어민주당","장철민",991,18,3,14,0.93241024017334,0.97953216374269,-0.572311520576477,-0.122442699968815,0,0,0
